"curs","any","codi_centre","denominaci_completa","codi_naturalesa","nom_naturalesa","codi_titularitat","nom_titularitat","adre_a","codi_postal","tel_fon","codi_delegaci","nom_delegaci","codi_comarca","nom_comarca","codi_municipi","codi_municipi_6","nom_municipi","codi_districte_municipal","nom_dm","codi_localitat","nom_localitat","coordenades_utm_x","coordenades_utm_y","coordenades_geo_x","coordenades_geo_y","e_mail_centre","url","imatge","einf1c","einf2c","epri","eso","batx","aa01","cfpm","ppas","aa03","cfps","ee","ife","pfi","pa01","cfam","pa02","cfas","esdi","escm","escs","adr","crbc","idi","dane","danp","dans","muse","musp","muss","tegm","tegs","estr","adults","geo_1"
"2025/2026","2025","43003690","Escola de Pràctiques","1","Públic","01","Departament d'Educació i Formació Professional","ctra. Valls, s/n(Zona Educacional)","43007","977217711","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","352413","4554889","1.241658","41.13189","e3003690@xtec.cat","https://agora.xtec.cat/ceip-practiques-tarragona/",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1241658 4113189)"
"2025/2026","2025","43003707","Mare Nostrum","2","Privat","26","Societats Mercantils","Camí Nou de la Budellera, s/n","43007","977290613","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","355920","4554321","1.283554","41.12741","e3003707@xtec.cat","http://www.cole-marenostrum.com",,,"EINF2C","EPRI","ESO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1283554 4112741)"
"2025/2026","2025","43003719","Espallargas","2","Privat","26","Societats Mercantils","c. Castellers, 1-3-5-7-9","43002","977230751","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","353258","4553689","1.252015","41.12124","e3003719@xtec.cat","http://www.escolaespallargas.com",,,,,,,,"CFPM",,,"CFPS",,,"PFI",,,,,,,,,,,,,,,,,,,,,"POINT (1252015 4112124)"
"2025/2026","2025","43003720","Escola El Miracle","1","Públic","01","Departament d'Educació i Formació Professional","pl. del Cardenal Arce Ochotorena, s/n","43003","977239922","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","353913","4552976","1.259978","41.11494","e3003720@xtec.cat","http://blocs.xtec.cat/elmiracle/",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1259978 4111494)"
"2025/2026","2025","43003732","Institut Pons d'Icart","1","Públic","01","Departament d'Educació i Formació Professional","Rambla Vella, 30 B","43003","977237927","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","353322","4553245","1.25288","41.1172","e3003732@xtec.cat","http://www.instiutponsdicart.cat",,,,,"ESO","BATX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (125288 411172)"
"2025/2026","2025","43003756","Escola Torreforta","1","Públic","01","Departament d'Educació i Formació Professional","c. Tortosa, 49","43006","977543408","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"14","Torreforta","350331","4553678","1.217168","41.1206","e3003756@xtec.cat","http://agora.xtec.cat/escola-torreforta/",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1217168 411206)"
"2025/2026","2025","43003768","Escola Els Àngels","1","Públic","01","Departament d'Educació i Formació Professional","c. Menorca, 24","43006","977596429","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"14","Torreforta","349915","4553806","1.212182","41.12168","e3003768@xtec.cat","http://www.escolaelsangels.cat",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1212182 4112168)"
"2025/2026","2025","43003793","La Salle Torreforta","2","Privat","24","Ordes i Congregacions Catòlics","c. Sant Benilde, 15","43006","977543209","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"14","Torreforta","349984","4553600","1.213055","41.11984","e3003793@xtec.cat","http://www.torreforta.lasalle.cat/",,,"EINF2C","EPRI","ESO",,,"CFPM",,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1213055 4111984)"
"2025/2026","2025","43005169","Escola Pau Delclòs","1","Públic","01","Departament d'Educació i Formació Professional","c. Méndez Núñez, 14","43004","977234316","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","353290","4552921","1.252575","41.11433","e3005169@xtec.cat","http://escolapaudelclos@xtec.cat",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1252575 4111433)"
"2025/2026","2025","43005170","Escola La Floresta","1","Públic","01","Departament d'Educació i Formació Professional","Urbanització la Floresta","43006","977547807","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"14","Torreforta","350037","4554243","1.213524","41.12564","e3005170@xtec.cat","http://agora.xtec.cat/esc-lafloresta/",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1213524 4112564)"
"2025/2026","2025","43005686","Escola Riu Clar","1","Públic","01","Departament d'Educació i Formació Professional","Urbanització Riu Clar, s/n","43006","977548109","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"14","Torreforta","351015","4553592","1.225327","41.11996","e3005686@xtec.cat","https://agora.xtec.cat/ceip-rct/",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1225327 4111996)"
"2025/2026","2025","43005704","Institut Francesc Vidal i Barraquer","1","Públic","01","Departament d'Educació i Formació Professional","av. Lluís Companys, 1","43005","977212836","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","352583","4553562","1.244006","41.11998","e3005704@xtec.cat","https://www.vidalibarraquer.net/",,,,,"ESO","BATX",,"CFPM",,,"CFPS",,,,,,,,,,,,,,,,,,,,,,,,"POINT (1244006 4111998)"
"2025/2026","2025","43005731","La Muntanyeta","2","Privat","22","Fundacions","c.Muntanyeta S.Pere/ctra. Pallaresos Km1","43007","977217604","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","353208","4554896","1.251126","41.1321","e3005731@xtec.cat",,,,,,,,,,,,,"EE",,,,,,,,,,,,,,,,,,,,,,,"POINT (1251126 411321)"
"2025/2026","2025","43005911","Escola Campclar","1","Públic","01","Departament d'Educació i Formació Professional","Urbanització Verge del Pilar, s/n","43006","977548280","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"14","Torreforta","349858","4553178","1.211658","41.116","e3005911@xtec.cat","http://www.xtec.cat/ceip-campclar",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1211658 41116)"
"2025/2026","2025","43005959","Escola Cèsar August","1","Públic","01","Departament d'Educació i Formació Professional","c. Joan Bta. Plana, 9","43005","977230352","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","352071","4553661","1.237886","41.12078","e3005959@xtec.cat","http://agora.xtec.cat/ceipcesaraugust/",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1237886 4112078)"
"2025/2026","2025","43006125","Institut Campclar","1","Públic","01","Departament d'Educació i Formació Professional","Rambla de Ponent, 66","43006","977541007","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","349824","4554058","1.211034","41.1239","e3006125@xtec.cat","http://www.inscampclar.cat",,,,,"ESO","BATX",,"CFPM",,,,,,"PFI",,,,,,,,,,,,,,,,,,,,,"POINT (1211034 411239)"
"2025/2026","2025","43006162","Solc","2","Privat","21","Cooperatives","c. Apodaca, 3","43004","977554375","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","353131","4552761","1.250715","41.11286","e3006162@xtec.cat","https://sites.google.com/view/ceepsirsolc/home",,,,,,,,,,,,"EE",,,,,,,,,,,,,,,,,,,,,,,"POINT (1250715 4111286)"
"2025/2026","2025","43006253","EASD de Tarragona","1","Públic","04","Corporacions Locals","ctra.de Valls, s/n,Zona Educacional","43007","977211253","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","352436","4554860","1.241948","41.13163","e3006253@xtec.cat","http://www.dipta.cat/eadt",,,,,,,,,,,,,,,,,,"CFAS","ESDI",,,,,,,,,,,,,,,,"POINT (1241948 4113163)"
"2025/2026","2025","43006265","Escola de Dansa Artemis","2","Privat","41","Persones Físiques","ptge. Cobos, 5-7","43001","977218626","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","350809","4552867","1.22305","41.1134","e3006265@xtec.cat",,,,,,,,,,,,,,,,,,,,,,,,,,"DANE",,,,,,,,,,"POINT (122305 411134)"
"2025/2026","2025","43006277","Cons. de Música de Tarragona","1","Públic","04","Corporacions Locals","c. Cavallers, 10","43003","977235830","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","353577","4553290","1.255909","41.11771","e3006277@xtec.cat","https://www.dipta.cat/cmtarragona",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MUSP",,,,,,"POINT (1255909 4111771)"
"2025/2026","2025","43006563","Escola Marcel·lí Domingo","1","Públic","01","Departament d'Educació i Formació Professional","ctra. Pallaresos (Ub. S. Pere i S.Pau)","43007","977225465","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","352916","4555669","1.247461","41.13901","e3006563@xtec.cat","http://blocs.xtec.cat/escolamdomingo",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1247461 4113901)"
"2025/2026","2025","43006630","Institut Pere Martell","1","Públic","01","Departament d'Educació i Formació Professional","Autovia de Salou, s/n","43006","977556338","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","348824","4551750","1.1997","41.10297","e3006630@xtec.cat","http://www.institutperemartell.cat",,,,,,"BATX",,"CFPM",,,"CFPS",,,"PFI",,,,,,,,,,,,,,,,,,,,,"POINT (11997 4110297)"
"2025/2026","2025","43006940","EOI de Tarragona","1","Públic","01","Departament d'Educació i Formació Professional","C. Smith, 55","43001","977226936","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","352705","4552667","1.24567","41.11194","e3006940@xtec.cat",,,,,,,,,,,,,,,,,,,,,,,,,"IDI",,,,,,,,,,,"POINT (124567 4111194)"
"2025/2026","2025","43007051","CFA Josepa Massanés i Dalmau","1","Públic","01","Departament d'Educació i Formació Professional","c. Fra Antoni Cardona i Grau, s/n","43002","977237860","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","353472","4553799","1.254537","41.12227","e3007051@xtec.cat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ADULTS","POINT (1254537 4112227)"
"2025/2026","2025","43007117","Escola Pax","1","Públic","01","Departament d'Educació i Formació Professional","av. Josep Gramunt i Subiela, 55-57","43007","977217757","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","352969","4554166","1.248459","41.12548","e3007117@xtec.cat","http://agora.xtec.cat/ceippax/",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1248459 4112548)"
"2025/2026","2025","43007713","Llar d'infants El Ninot","1","Públic","04","Corporacions Locals","c. Riu Onyar, s/n (Campclar)","43006","977550230","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"14","Torreforta","349607","4553167","1.208669","41.11587","e3007713@xtec.cat","https://blocs.xtec.cat/llardinfantsmunicipalelninot/",,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1208669 4111587)"
"2025/2026","2025","43007725","Llar d'infants La Taronja","1","Públic","04","Corporacions Locals","c. Riu Llobregat, s/n (Campclar)","43006","977550220","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"14","Torreforta","348880","4553180","1.200011","41.11586","e3007725@xtec.cat","http://www.xtec.cat/centres/e3007725",,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1200011 4111586)"
"2025/2026","2025","43007853","Llar d'infants La Baldufa","1","Públic","01","Departament d'Educació i Formació Professional","ctra. de València, s/n(barri del Pilar)","43006","977540609","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","349968","4553177","1.212958","41.11603","e3007853@xtec.cat","http://llarinfantslabaldufa.blogspot.com",,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1212958 4111603)"
"2025/2026","2025","43007981","Bao Bab","2","Privat","21","Cooperatives","Via Augusta, 34","43003","977238832","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","354019","4553149","1.261204","41.11651","e3007981@xtec.cat","http://www.xtec.cat/centres/e3007981",,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1261204 4111651)"
"2025/2026","2025","43008390","Institut Torreforta","1","Públic","01","Departament d'Educació i Formació Professional","c. Móra d'Ebre, s/n","43006","977545721","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","350221","4553930","1.215789","41.12286","e3008390@xtec.cat","https://agora.xtec.cat/instorreforta",,,,,"ESO","BATX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1215789 4112286)"
"2025/2026","2025","43008432","Institut Sant Pere i Sant Pau","1","Públic","01","Departament d'Educació i Formació Professional","c. de l'Institut, s/n","43007","977213248","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"10","Sant Pere i Sant Pau","352899","4555748","1.247248","41.1397","e3008432@xtec.cat","http://www.xtec.cat/iesspsp",,,,,"ESO","BATX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1247248 411397)"
"2025/2026","2025","43008501","Institut Pont del Diable","1","Públic","01","Departament d'Educació i Formació Professional","av. de Sant Salvador, 17-A","43130","977523011","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"11","Sant Salvador","352436","4557816","1.241227","41.15825","e3008501@xtec.cat","http://www.institutpontdeldiable.cat",,,,,"ESO",,,"CFPM",,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1241227 4115825)"
"2025/2026","2025","43008560","Àngel de la Guarda","2","Privat","27","Societats Civils","c. Prat de la Riba, 18","43001","977221322","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","352796","4553109","1.246647","41.1159","e3008560@xtec.cat","http://www.xtec.cat/centres/e3008560",,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1246647 411159)"
"2025/2026","2025","43008687","LLI privada Yo-Ni","2","Privat","26","Societats Mercantils","c. Rovira i Virgili, 54","43007","977220625","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","353311","4553992","1.252566","41.12398","e3008687@xtec.cat","http://www.xtec.cat/centres/e3008687",,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1252566 4112398)"
"2025/2026","2025","43008729","CFA Tarragona","1","Públic","01","Departament d'Educació i Formació Professional","Perllongació carrer B,s/n(Barri Riu Clar","43006","977551888","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","350729","4553583","1.221924","41.11983","e3008729@xtec.cat","http://agora.xtec.cat/cfatarragona",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ADULTS","POINT (1221924 4111983)"
"2025/2026","2025","43008766","Esc. de Música Municipal","1","Públic","04","Corporacions Locals","c. Armanyà, 10","43003","977245236","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","353334","4552914","1.253097","41.11428","e3008766@xtec.cat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MUSE",,,,,,,"POINT (1253097 4111428)"
"2025/2026","2025","43008778","CFA Fòrum","1","Públic","04","Corporacions Locals","av. Ramon i Cajal, 70","43001","977242833","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","352405","4553119","1.242008","41.11599","e3008778@xtec.cat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ADULTS","POINT (1242008 4111599)"
"2025/2026","2025","43008791","Esc. de Música de la Diputació de Tarragona","1","Públic","04","Corporacions Locals","c. Cavallers, 10","43003","977235830","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","353579","4553290","1.255924","41.1177","e3008791@xtec.cat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MUSE",,,,,,,"POINT (1255924 411177)"
"2025/2026","2025","43009175","L'Alba i La Cigonya","2","Privat","26","Societats Mercantils","c. Reding, 6","43001","977214108","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","353144","4552953","1.250831","41.11459","e3009175@xtec.cat","http://www.xtec.cat/centres/e3009175",,"EINF1C","EINF2C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1250831 4111459)"
"2025/2026","2025","43009230","Escola Tarragona","1","Públic","01","Departament d'Educació i Formació Professional","c. Guillem Oliver, 3","43005","977232947","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","352028","4554319","1.237208","41.12669","e3009230@xtec.cat","http://escola-tarrgona.blogspot.com.es",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1237208 4112669)"
"2025/2026","2025","43009369","Escola Saavedra","1","Públic","01","Departament d'Educació i Formació Professional","Via de l'Imperi, 1","43003","977237619","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","353320","4553293","1.252848","41.11769","e3009369@xtec.cat","http://agora.xtec.cat/ceipsaavedra/",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1252848 4111769)"
"2025/2026","2025","43009539","LLI privada Baobad-rosa","2","Privat","21","Cooperatives","Via Augusta, 74","43003","977218279","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","354644","4553403","1.268586","41.11891","e3009539@xtec.cat","http://www.xtec.cat/centres/e3009539",,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1268586 4111891)"
"2025/2026","2025","43009576","Esc. de Música Estudi de Música","2","Privat","21","Cooperatives","c. Sant Francesc, 4","43003","977231720","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","353384.7","4553191.9","1.253638","41.11679","e3009576@xtec.cat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MUSE",,,,,,,"POINT (1253638 4111679)"
"2025/2026","2025","43009722","Institut Cal·lípolis","1","Públic","01","Departament d'Educació i Formació Professional","Autovia de Salou, s/n","43006","977544202","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","348963","4551488","1.201415","41.10064","e3009722@xtec.cat","http://www.institutcallipolis.cat",,,,,,"BATX",,"CFPM",,,"CFPS",,"IFE","PFI",,,,,,,,,,,,,,,,,"TEGM","TEGS",,,"POINT (1201415 4110064)"
"2025/2026","2025","43010256","Llar d'infants El Serrallo","1","Públic","04","Corporacions Locals","Barri del Serrallo, s/n","43003","977248592","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","352222","4552614","1.239933","41.11138","e3010256@xtec.cat","http://www.xtec.cat/centres/e3010256",,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1239933 4111138)"
"2025/2026","2025","43010281","LLI privada El Bosquet","2","Privat","26","Societats Mercantils","urb. Els Pinars, 45","43007",,"0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","356971","4555342","1.295834","41.13679","e3010281@xtec.cat",,,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1295834 4113679)"
"2025/2026","2025","43010396","Escola de Ponent","1","Públic","01","Departament d'Educació i Formació Professional","av. del President Tarradellas, s/n","43006","977260701","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","349464","4553525","1.206878","41.11907","e3010396@xtec.cat","http://agora.xtec.cat/escolaponent-tarragona",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1206878 4111907)"
"2025/2026","2025","43010438","Llar d'infants El Miracle","1","Públic","04","Corporacions Locals","pl. Cardenal Arce Ochotorena, s/n","43003","977249722","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","353915","4552977","1.260007","41.11495","e3010438@xtec.cat","http://www.xtec.cat/centres/e3010438",,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1260007 4111495)"
"2025/2026","2025","43010700","CASASFORMACIÓN.ES","2","Privat","26","Societats Mercantils","c. Dr. Zamenhoff, 3 bxs.","43001","977220890","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","352849","4552772","1.24736","41.11291","e3010700@xtec.cat","http://www.casasformacion.es",,,,,,,,,,,"CFPS",,,,,,,,,,,,,,,,,,,,,,,,"POINT (124736 4111291)"
"2025/2026","2025","43010955","Llar d'infants Sant Pere i Sant Pau","1","Públic","04","Corporacions Locals","rbla. de Sant Pere i Sant Pau","43004","977203550","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","353435","4555563","1.253671","41.13815","e3010955@xtec.cat",,,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1253671 4113815)"
"2025/2026","2025","43010979","Llar d'infants Sant Salvador","1","Públic","04","Corporacions Locals","av. Sant Salvador, 13","43130","977293045","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","352452","4558153","1.241338","41.16129","e3010979@xtec.cat",,,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1241338 4116129)"
"2025/2026","2025","43011479","Institut Tarragona","1","Públic","01","Departament d'Educació i Formació Professional","pl. de la Imperial Tarraco, 1","43003","977238277","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","352770","4553485","1.246252","41.11932","e3011479@xtec.cat","https://agora.xtec.cat/instarragona/",,,,,"ESO","BATX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1246252 4111932)"
"2025/2026","2025","43011561","Llar d'infants L'Arrabassada","1","Públic","04","Corporacions Locals","c. Internet, s/n","43001",,"0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","354395","4553795","1.265523","41.1224","e3011561@xtec.cat",,,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1265523 411224)"
"2025/2026","2025","43012125","Novatècnica","2","Privat","26","Societats Mercantils","c. Francolí, 52-54, baixos","43006",,"0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","350550","4553503","1.21981","41.11907","e3012125@xtec.cat",,,,,,,,,"CFPM",,,"CFPS",,,,,,,,,,,,,,,,,,,,,,,"ADULTS","POINT (121981 4111907)"
"2025/2026","2025","43012162","Llar d'infants Bonavista","1","Públic","04","Corporacions Locals","c. Vint-i-u, s/n","43100",,"0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","348460","4553876","1.194832","41.12205","e3012162@xtec.cat",,,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1194832 4112205)"
"2025/2026","2025","43012216","Llar d'infants Cèsar August","1","Públic","04","Corporacions Locals","c. Joan Baptista Plana, 9","43005",,"0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","352072","4553658","1.237902","41.12074","e3012216@xtec.cat",,,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1237902 4112074)"
"2025/2026","2025","43012447","Bettatur","2","Privat","26","Societats Mercantils","Via de l'Imperi Romà, 11","43001",,"0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","353394","4553301","1.253728","41.11777","e3012447@xtec.cat",,,,,,,,,,,,"CFPS",,,,,,,,,,,,,,,,,,,,,,,,"POINT (1253728 4111777)"
"2025/2026","2025","43012629","Aula Magna","2","Privat","26","Societats Mercantils","av. República Argentina, 11","43007",,"0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","352484","4553826","1.24276","41.1223","e3012629@xtec.cat",,,,,,,,,"CFPM",,,"CFPS",,,,,,,,,,,,,,,,,,,,,,,"ADULTS","POINT (124276 411223)"
"2025/2026","2025","43012642","LLI privada Xino-Xano Joan XXIII","2","Privat","26","Societats Mercantils","c. Arquebisbe Josep Pont i Gol, 19","43005",,"0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","351874","4554379","1.23536","41.1272","e3012642@xtec.cat",,,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (123536 411272)"
"2025/2026","2025","43012708","CEOP","2","Privat","26","Societats Mercantils","av. Roma, 5C, 1-2","43005",,"0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","352473","4553433","1.24272","41.1188","e3012708@xtec.cat",,,,,,,,,,,,,,,"PFI",,,,,,,,,,,,,,,,,,,,"ADULTS","POINT (124272 411188)"
"2025/2026","2025","43012897","AFENTD","2","Privat","31","Associacions","c. Sant Benilde, 15","43006",,"0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","349987","4553601","1.213089","41.11985","e3012897@xtec.cat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TEGM","TEGS",,,"POINT (1213089 4111985)"
"2025/2026","2025","43012939","Òrgan Gestor del Complex Educatiu de Tarragona","1","Públic","01","Departament d'Educació i Formació Professional","ctra. de Salou, s/n","43004",,"0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","349019","4551666","1.20204","41.10225","e3012939@xtec.cat",,,,,,"ESO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (120204 4110225)"
"2025/2026","2025","43012976","Institut Escola Mediterrani","1","Públic","01","Departament d'Educació i Formació Professional","c. Riu Ter, s/n","43001","977540706","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"01","Bonavista","349017","4553148","1.201649","41.11559","e3012976@xtec.cat","http://www.xtec.cat/centres/e3006381",,,"EINF2C","EPRI","ESO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1201649 4111559)"
"2025/2026","2025","43013002","HDA Hospital de Dia de Tarragona - HDA","1","Públic","02","Altres Departaments","av. Vidal i Barraquer, 27,esc.9,local 2","43001",,"0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","352347","4552782","1.241382","41.1129","e3013002@xtec.cat",,,,"EINF2C","EPRI","ESO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1241382 411129)"
"2025/2026","2025","43013063","LLI privada Teresianes-Jaycar","2","Privat","22","Fundacions","c. d'Ixart, 10","43003",,"0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","353198","4553258","1.251397","41.11735","e3013063@xtec.cat",,,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1251397 4111735)"
